title,url
"kstp/KSTP_59259.mp4 ","http://mediaecology.dartmouth.edu/collections/acrh/kstp/KSTP_59259.mp4"
"ktla/KTLAEulaLove.mp4","http://mediaecology.dartmouth.edu/collections/acrh/ktla/KTLAEulaLove.mp4"
